,amnesia,total,ratio
Fragaria,65.0,201000.0,0.000323383084577
Framycetin,10.0,6810.0,0.0014684287812
Frangula,59.0,53100.0,0.00111111111111
Fritillaria,249.0,153000.0,0.00162745098039
Frovatriptan,133.0,12600.0,0.0105555555556
Fructose,4070.0,1470000.0,0.00276870748299
Frusemide,9160.0,28900.0,0.316955017301
Fucoidan,57.0,101000.0,0.000564356435644
Fucoxanthin,37.0,44200.0,0.000837104072398
Fucus,375000.0,204000.0,1.83823529412
Fulvestrant,414.0,44600.0,0.00928251121076
Fumaric Acid,2710.0,97600.0,0.0277663934426
Fumaric Acid Esters,236.0,50600.0,0.00466403162055
Fungus,48600.0,9240000.0,0.00525974025974
Fungus Cordyceps Sinensis,87.0,16300.0,0.00533742331288
Furazolidone,120.0,30400.0,0.00394736842105
Fusafungine,3.0,2140.0,0.00140186915888
Fusidic Acid,241.0,43400.0,0.00555299539171
Gabapentin,13200.0,363000.0,0.0363636363636
Gadobenic Acid,67.0,770.0,0.087012987013
Gadobutrol,36.0,8490.0,0.00424028268551
Gadodiamide,31.0,13600.0,0.00227941176471
Gadofosveset Trisodium Hydrous,0.0,52.0,0.0
Gadolinium,2910.0,394000.0,0.00738578680203
Gadopentetic Acid,23.0,1530.0,0.0150326797386
Gadoteric Acid,28.0,1840.0,0.0152173913043
Gadoteridol,18.0,5350.0,0.00336448598131
Gadoxetic Acid,32.0,6300.0,0.00507936507937
Galactose,1560.0,513000.0,0.00304093567251
Galantamine,2250.0,61800.0,0.0364077669903
Galium,1500.0,148000.0,0.0101351351351
Galium Aparine,52.0,37000.0,0.00140540540541
Gallamine,188.0,15300.0,0.0122875816993
Gallium 67,46500.0,105000.0,0.442857142857
Galphimia Glauca,32.0,6000.0,0.00533333333333
Galsulfase,88.0,25900.0,0.00339768339768
Gamma Benzene Hexachloride,37.0,4120.0,0.00898058252427
Gamma Hydroxybutyrate,4690.0,26500.0,0.176981132075
Gamolenic Acid,22.0,1250.0,0.0176
Ganciclovir,1100.0,106000.0,0.0103773584906
Ganirelix,14.0,13500.0,0.00103703703704
Ganoderma Lucidum,352.0,139000.0,0.00253237410072
Garcinia,2340.0,1700000.0,0.00137647058824
Gardenia,6800.0,2060000.0,0.00330097087379
Gardenia Jasminoides,345.0,42600.0,0.0080985915493
Gaultheria,72.0,68700.0,0.0010480349345
Gefitinib,4460.0,134000.0,0.0332835820896
Gelatin,8800.0,2340000.0,0.00376068376068
Gemcitabine,1200.0,216000.0,0.00555555555556
Gemeprost,15.0,4210.0,0.00356294536817
Gemfibrozil,1110.0,82800.0,0.0134057971014
Gemtuzumab Ozogamicin,40.0,10200.0,0.00392156862745
Gene Activated Human Glucocerebrosidase,30.0,7880.0,0.00380710659898
Gentamicin,2670.0,469000.0,0.00569296375267
Gentian,1460.0,281000.0,0.00519572953737
Gentiana Scabra,26.0,9020.0,0.00288248337029
Geranium,3230.0,1430000.0,0.00225874125874
Germanium,1170.0,565000.0,0.00207079646018
Gestodene,64.0,15700.0,0.00407643312102
Gestrinone,5.0,4500.0,0.00111111111111
Gestronol,0.0,286.0,0.0
Gimeracil,1.0,4100.0,0.000243902439024
Ginkgo Biloba,5780.0,721000.0,0.00801664355062
Glatiramer,486.0,64000.0,0.00759375
Gleditsia,52.0,60800.0,0.000855263157895
Glibenclamide,3830.0,86300.0,0.0443800695249
Gliclazide,93.0,50600.0,0.00183794466403
Glimepiride,555.0,123000.0,0.00451219512195
Glipizide,5560.0,91000.0,0.0610989010989
Gliquidone,23.0,4210.0,0.00546318289786
Glucagon,2690.0,435000.0,0.00618390804598
Glucarpidase,3.0,2820.0,0.00106382978723
Glucoheptonic Acid,15.0,1700.0,0.00882352941176
Gluconolactone,5.0,30000.0,0.000166666666667
Glucosamine,2170.0,971000.0,0.00223480947477
Glucose,51100.0,7800000.0,0.00655128205128
Glucose Oxidase,2880.0,865000.0,0.00332947976879
Glucuronic Acid,2100.0,107000.0,0.0196261682243
Glucuronolactone,34.0,16500.0,0.00206060606061
Glutamic Acid,15000.0,590000.0,0.0254237288136
Glutamine,3230.0,1660000.0,0.00194578313253
Glutaraldehyde,436.0,446000.0,0.000977578475336
Glutathione,5890.0,1710000.0,0.00344444444444
Glutethimide,279.0,8430.0,0.0330960854093
Glycerol,5780.0,1840000.0,0.00314130434783
Glycerophosphoric Acid,23.0,2350.0,0.00978723404255
Glyceryl Monostearate,303.0,26900.0,0.0112639405204
Glyceryl Trinitrate,237.0,39800.0,0.00595477386935
Glycine,5390.0,1940000.0,0.00277835051546
Glycine Species,1890.0,925000.0,0.00204324324324
Glycol Salicylate,263.0,97500.0,0.00269743589744
Glycopyrronium,1670.0,11300.0,0.147787610619
Glycosaminoglycans,264.0,256000.0,0.00103125
Glycyrrhiza,954.0,143000.0,0.00667132867133
Glymidine,0.0,777.0,0.0
Gold,537000.0,201000000.0,0.00267164179104
Golimumab,282.0,48900.0,0.00576687116564
Gonadorelin,25.0,13500.0,0.00185185185185
Goserelin,163.0,33600.0,0.00485119047619
Gramicidin,72.0,41400.0,0.00173913043478
Granisetron,428.0,44600.0,0.00959641255605
Grass Pollen Mixed,1770.0,82700.0,0.0214026602177
Grepafloxacin,20.0,7740.0,0.00258397932817
Griseofulvin,224.0,81700.0,0.0027417380661
Growth Hormone,38400.0,2110000.0,0.0181990521327
Growth Hormone Releasing Hexapeptide,7210.0,6700.0,1.07611940299
Guaiacol,48.0,44300.0,0.0010835214447
Guaiacum,114.0,19300.0,0.0059067357513
Guaiphenesin,459.0,8150.0,0.0563190184049
Guanethidine,238.0,32200.0,0.00739130434783
Guanoxan,8840.0,975.0,9.06666666667
Guar Gum,185.0,291000.0,0.000635738831615
Guarana,5680.0,1070000.0,0.00530841121495
Gymnema,192.0,143000.0,0.00134265734266
Gymnema Sylvestre,226.0,76500.0,0.00295424836601
Gynostemma,300.0,41000.0,0.00731707317073
Haem,13600.0,148000.0,0.0918918918919
Haematoporphyrin,3.0,3460.0,0.000867052023121
Halcinonide,14.0,5460.0,0.0025641025641
Halibut Liver Oil,90.0,28500.0,0.00315789473684
Halofantrine,170.0,17000.0,0.01
Haloperidol,11700.0,299000.0,0.0391304347826
Halothane,4270.0,160000.0,0.0266875
Halquinol,3.0,1490.0,0.00201342281879
Hamamelis,456.0,279000.0,0.00163440860215
Harpagophytum,38.0,66300.0,0.000573152337858
Hecogenin Acetate,7.0,1620.0,0.00432098765432
Hedera Helix,193.0,95300.0,0.00202518363064
Helianthenum,22.0,229.0,0.0960698689956
Helium,7020.0,3320000.0,0.00211445783133
Helleborus,1680.0,213000.0,0.00788732394366
Hemidesmus Indica,205.0,12500.0,0.0164
Henna,5830.0,5630000.0,0.00103552397869
Heparin,8160.0,1260000.0,0.00647619047619
Heparin Low Molecular Weight Unspecified,60.0,2790.0,0.0215053763441
Heparinoid,81.0,8330.0,0.00972388955582
Hepatitis B Immunoglobulin,2820.0,817000.0,0.00345165238678
Herb Paris,9400.0,2830000.0,0.00332155477032
Hesperidin,122.0,60400.0,0.00201986754967
Hexachlorophane,39.0,789.0,0.0494296577947
Hexamethonium,122.0,18000.0,0.00677777777778
Hexamidine,2.0,5230.0,0.00038240917782
Hexetidine,6.0,4570.0,0.00131291028446
Hexyl 5 Aminolevulinate,12.0,1280.0,0.009375
Hexyl Nicotinate,13.0,4050.0,0.00320987654321
Hexylresorcinol,7.0,7910.0,0.000884955752212
Hibiscus,4490.0,3350000.0,0.00134029850746
Hippophae,72.0,104000.0,0.000692307692308
Histamine,9910.0,791000.0,0.0125284450063
Histidine,3330.0,732000.0,0.00454918032787
Holcus,4.0,31200.0,0.000128205128205
Homatropine,146.0,14000.0,0.0104285714286
Honey,147000.0,39600000.0,0.00371212121212
Hoodia Gordonii,4050.0,101000.0,0.040099009901
Hordelymus Europeaus,14.0,2470.0,0.00566801619433
Hordeum,73.0,203000.0,0.00035960591133
Horse Dander,631.0,20600.0,0.0306310679612
House Dust Mite,2260.0,422000.0,0.00535545023697
Human Antihuman Il 17 Monoclonal Antibody 1 215 Light Chain 1 457 Heavy Chain,0.0,246.0,0.0
Human Blood,256000.0,27500000.0,0.00930909090909
Human Cartilage,8970.0,668000.0,0.0134281437126
Human Clottable Protein,3.0,4060.0,0.000738916256158
Human Liver Cells,38800.0,3160000.0,0.0122784810127
Human Monoclonal Antibody Against Human Protein Dickkopf 1,8.0,5720.0,0.0013986013986
Human Prothrombin Complex,984.0,78400.0,0.0125510204082
Human Serum,29200.0,6510000.0,0.00448540706605
Humanised Mouse 7c10 Igg1 Anti Igf 1r Monoclonal Antibody,0.0,20.0,0.0
Humanized Recombinant Igg1 Monoclonal Antibody Against Cs1,8.0,379.0,0.0211081794195
Humax Cd38 Ex Cho Cell Line Cho K1sv,0.0,0.0,
Humulus,296.0,118000.0,0.00250847457627
Hunteria,91.0,4700.0,0.0193617021277
Huperzia,199.0,25500.0,0.00780392156863
Hyaluronic Acid,4390.0,780000.0,0.00562820512821
Hyaluronidase,9870.0,117000.0,0.084358974359
Hydralazine,1230.0,84900.0,0.0144876325088
Hydrastis,93.0,38600.0,0.00240932642487
Hydrochlorothiazide,12000.0,300000.0,0.04
Hydrocodone,7690.0,546000.0,0.0140842490842
Hydrocortisone,3360.0,459000.0,0.00732026143791
Hydroflumethiazide,62.0,3460.0,0.0179190751445
Hydrogen Peroxide,4150.0,1180000.0,0.00351694915254
Hydrogenated Lecithin,82.0,92800.0,0.000883620689655
Hydromorphone,5720.0,110000.0,0.052
Hydroquinone,145.0,279000.0,0.000519713261649
Hydrotalcite,19.0,129000.0,0.000147286821705
Hydroxyapatite,1140.0,320000.0,0.0035625
Hydroxychloroquine,1820.0,83100.0,0.0219013237064
Hydroxyethyl Starch,161.0,65100.0,0.00247311827957
Hydroxyethylcellulose,75.0,104000.0,0.000721153846154
Hydroxymethoxybenzenesulfonic Acid,0.0,22.0,0.0
Hydroxyprogesterone,119.0,51800.0,0.0022972972973
Hydroxypropyl Guar Gum,48.0,18500.0,0.00259459459459
Hydroxyquinoline,81.0,56000.0,0.00144642857143
Hydroxyurea,667.0,135000.0,0.00494074074074
Hydroxyzine,2700.0,111000.0,0.0243243243243
Hyoscine,1380.0,32300.0,0.0427244582043
Hyoscyamine,913.0,33100.0,0.027583081571
Hyoscyamus Niger,281.0,30200.0,0.00930463576159
Hypericum,3970.0,445000.0,0.00892134831461
Hypoxis,34100.0,12500.0,2.728
Hypromellose,1550.0,97300.0,0.0159301130524
Hyssopus Officinalis,116.0,36400.0,0.00318681318681
Ibandronic Acid,56.0,11800.0,0.00474576271186
Ibritumomab Tiuxetan,42.0,10900.0,0.00385321100917
Ibufenac,2.0,1690.0,0.00118343195266
Ibuprofen,13400.0,1480000.0,0.00905405405405
Ibutilide,114.0,14100.0,0.00808510638298
Icatibant,30.0,9390.0,0.00319488817891
Ichthammol,8.0,7180.0,0.00111420612813
Icodextrin,13.0,7750.0,0.00167741935484
Idarubicin,71.0,32000.0,0.00221875
Idarucizumab,19.0,8740.0,0.00217391304348
Idebenone,271.0,45900.0,0.00590413943355
Idoxuridine,33.0,8300.0,0.00397590361446
Idursulfase,7.0,5690.0,0.001230228471
Ifosfamide,230.0,85700.0,0.00268378063011
Igg1 Anti Human Igf 1r Cd221 Humanised Mouse Recombinant Antibody Em164 Ex Cho,0.0,0.0,
Ignatia,132.0,68300.0,0.00193265007321
Ilex,629.0,471000.0,0.00133545647558
Iloprost,58.0,36000.0,0.00161111111111
Imatinib,1020.0,217000.0,0.00470046082949
Imidapril,25.0,9790.0,0.00255362614913
Imiglucerase,41.0,6600.0,0.00621212121212
Imipenem,1120.0,145000.0,0.00772413793103
Imipramine,4050.0,162000.0,0.025
Imiquimod,1580.0,84800.0,0.0186320754717
Immu Mn3 Fab' Sh Murine Monoclonal Antibody Fragment,1.0,2690.0,0.000371747211896
Immunoglobulin Normal,10600.0,1100000.0,0.00963636363636
Impatiens Glandulifera,68.0,18100.0,0.00375690607735
Imperata Cylindrica,67.0,47600.0,0.00140756302521
Indacaterol,75.0,16000.0,0.0046875
Indapamide,3080.0,51400.0,0.0599221789883
Indigo Carmine,576.0,165000.0,0.00349090909091
Indinavir,5850.0,121000.0,0.048347107438
Indium 111,131.0,355000.0,0.000369014084507
Indocyanine Green,117.0,61700.0,0.00189627228525
Indole 3 Carbinol,149.0,46300.0,0.0032181425486
Indomethacin,6360.0,307000.0,0.0207166123779
Indoprofen,35.0,3670.0,0.00953678474114
Indoramin,8.0,3710.0,0.00215633423181
Infliximab,4580.0,196000.0,0.0233673469388
Ingenol Mebutate,43.0,5790.0,0.00742659758204
Inosine,129.0,113000.0,0.00114159292035
Inosine Pranobex,35.0,1840.0,0.0190217391304
Inositol,2900.0,712000.0,0.00407303370787
Inositol Nicotinate,37.0,5850.0,0.00632478632479
Inotuzumab Ozogamicin,28.0,3520.0,0.00795454545455
Insulin Analogues,4860.0,278000.0,0.0174820143885
Insulin Aspart,3660.0,39400.0,0.0928934010152
Insulin Bovine,1240.0,563000.0,0.00220248667851
Insulin Degludec,60.0,12100.0,0.00495867768595
Insulin Detemir,124.0,27900.0,0.00444444444444
Insulin Glargine,4230.0,62800.0,0.0673566878981
Insulin Glulisine,101.0,12400.0,0.00814516129032
Insulin Human,30200.0,1360000.0,0.0222058823529
Insulin Lispro,2540.0,35600.0,0.0713483146067
Insulin Porcine,240.0,206000.0,0.00116504854369
Insulin Source Unspecified,188.0,12800.0,0.0146875
Interferon Alfa,3140.0,337000.0,0.0093175074184
Interferon Beta,3200.0,1030000.0,0.0031067961165
Interferon Gamma,2430.0,780000.0,0.00311538461538
Interleukin 10 Human,3940.0,1420000.0,0.00277464788732
Interleukin 2 Human,4010.0,1650000.0,0.0024303030303
Inula,85.0,84900.0,0.0010011778563
Inulin,41800.0,273000.0,0.153113553114
Iobenguane,18.0,2430.0,0.00740740740741
Iobitridol,9.0,3420.0,0.00263157894737
Iocetamic Acid,15.0,466.0,0.0321888412017
Iodamide,0.0,671.0,0.0
Iodine,5530.0,2010000.0,0.00275124378109
Iodine 123,4310.0,669000.0,0.00644245142003
Iodine Radioactive Isotope Not Specified,127.0,42400.0,0.00299528301887
Iodine131,129.0,49500.0,0.00260606060606
Iodipamide,6.0,1880.0,0.0031914893617
Iodised Oil,93.0,10800.0,0.00861111111111
Iodixanol,64.0,19200.0,0.00333333333333
Iodobenzylguanidine M Iodine 131,4.0,3270.0,0.00122324159021
Iodoform,34.0,32100.0,0.00105919003115
Iodoxamic Acid,16.0,246.0,0.0650406504065
Ioflupane 123i,51.0,2510.0,0.0203187250996
Ioglycamic Acid,36.0,4860.0,0.00740740740741
Iohexol,168.0,33500.0,0.00501492537313
Iomeprol,53.0,6310.0,0.00839936608558
Iopamidol,113.0,17700.0,0.00638418079096
Iopanoic Acid,26.0,4050.0,0.00641975308642
Iophendylate,9.0,1190.0,0.00756302521008
Iopromide,66.0,15000.0,0.0044
Iothalamic Acid,17.0,706.0,0.0240793201133
Iotrolan,6.0,4400.0,0.00136363636364
Iotroxic Acid,23.0,1240.0,0.0185483870968
Ioversol,39.0,5570.0,0.00700179533214
Ioxaglic Acid,22.0,822.0,0.0267639902676
Ipilimumab,144.0,74800.0,0.00192513368984
Ipodate,16.0,35000.0,0.000457142857143
Ipratropium,1160.0,78700.0,0.0147395171537
Iprindole,3830.0,2680.0,1.42910447761
Iproniazid,143.0,11000.0,0.013
Irbesartan,4540.0,90100.0,0.0503884572697
Irinotecan,330.0,160000.0,0.0020625
Iris Versicolor,100.0,45900.0,0.00217864923747
Iron,325000.0,64200000.0,0.00506230529595
Iron Dextran,776.0,62200.0,0.0124758842444
Iron Iii Hydroxide Oligosaccharide Complex,47.0,4430.0,0.0106094808126
Irvingia,22.0,36900.0,0.00059620596206
Isatis Tinctoria,132.0,16100.0,0.00819875776398
Isavuconazole,8.0,5100.0,0.00156862745098
Isoaminile Citrate,198.0,2900.0,0.068275862069
Isobutane,43.0,86300.0,0.000498261877173
Isocarboxazid,585.0,24900.0,0.0234939759036
Isoconazole,5.0,5150.0,0.000970873786408
Isoetarine,27.0,1180.0,0.0228813559322
Isoetharine,91.0,2960.0,0.0307432432432
Isoflurane,7730.0,317000.0,0.0243848580442
Isoleucine,382.0,343000.0,0.00111370262391
Isometheptene,70.0,5010.0,0.0139720558882
Isoniazid,3150.0,214000.0,0.0147196261682
Isoprenaline,1660.0,56200.0,0.029537366548
Isopropamide,29.0,2340.0,0.0123931623932
Isopropyl Alcohol,5570.0,928000.0,0.00600215517241
Isopropyl Myristate,83.0,83700.0,0.000991636798088
Isopropyl Palmitate,88.0,79300.0,0.00110970996217
Isosorbide,1190.0,118000.0,0.0100847457627
Isotretinoin,10200.0,246000.0,0.0414634146341
Isoxsuprine,67.0,11600.0,0.00577586206897
Isradipine,97.0,17100.0,0.00567251461988
Itopride,57.0,8020.0,0.0071072319202
Itraconazole,2900.0,180000.0,0.0161111111111
Ivabradine,184.0,52000.0,0.00353846153846
Ivermectin,4210.0,164000.0,0.0256707317073
Jasminum,64700.0,154000.0,0.42012987013
Juglans,152.0,174000.0,0.000873563218391
Juniperus,129.0,351000.0,0.000367521367521
Justicia,36000.0,12800000.0,0.0028125
Kaempferia,38.0,28800.0,0.00131944444444
Kanamycin,130.0,300000.0,0.000433333333333
Kaolin,501.0,494000.0,0.00101417004049
Keratin,2500.0,2020000.0,0.00123762376238
Ketamine,15800.0,690000.0,0.0228985507246
Ketanserin,253.0,21400.0,0.0118224299065
Ketazolam,336.0,4980.0,0.0674698795181
Ketoconazole,4800.0,282000.0,0.0170212765957
Ketoprofen,637.0,109000.0,0.00584403669725
Ketorolac,3960.0,94400.0,0.0419491525424
Ketotifen,82.0,58700.0,0.00139693356048
Kigelia,33.0,33300.0,0.000990990990991
Kochia,96.0,63300.0,0.00151658767773
Konjac Flour,431.0,23700.0,0.0181856540084
Labetalol,1150.0,72800.0,0.0157967032967
Lacidipine,40.0,9560.0,0.00418410041841
Lacosamide,804.0,18800.0,0.0427659574468
Lactic Acid,8070.0,1270000.0,0.00635433070866
Lactitol,58.0,22600.0,0.00256637168142
Lactobacillus  new,1200.0,744000.0,0.00161290322581
Lactobacillus Acidophilus,547.0,227000.0,0.00240969162996
Lactoferrin,164.0,147000.0,0.0011156462585
Lactoperoxidase,30.0,37000.0,0.000810810810811
Lactose,29600.0,2910000.0,0.0101718213058
Lactuca,228.0,153000.0,0.00149019607843
Lactuca Virosa,104.0,10800.0,0.00962962962963
Lactulose,1790.0,125000.0,0.01432
Laetrile,76.0,32900.0,0.00231003039514
Lambrolizumab,1.0,4550.0,0.00021978021978
Laminaria,947.0,125000.0,0.007576
Lamivudine,2390.0,150000.0,0.0159333333333
Lamotrigine,14700.0,205000.0,0.0717073170732
Lanatoside C,26.0,3160.0,0.00822784810127
Lanreotide,55.0,19300.0,0.00284974093264
Lansoprazole,8090.0,116000.0,0.0697413793103
Lanthanum,215.0,209000.0,0.00102870813397
Lapatinib,82.0,63900.0,0.00128325508607
Laronidase,28.0,4550.0,0.00615384615385
Laropiprant,167.0,7670.0,0.0217731421121
Larrea Tridentata,45.0,16100.0,0.0027950310559
Latamoxef,19700.0,3830.0,5.14360313316
Latanoprost,872.0,53800.0,0.0162081784387
Lauh Bhasma,14.0,3840.0,0.00364583333333
Lavandula Angustifolia,295.0,164000.0,0.0017987804878
Lecithin,2320.0,805000.0,0.00288198757764
Ledebourilla Divaricata,0.0,2.0,0.0
Ledipasvir,67.0,32600.0,0.00205521472393
Leflunomide,1040.0,63300.0,0.016429699842
Lenalidomide,3210.0,81300.0,0.0394833948339
Lenograstim,9.0,10900.0,0.000825688073394
Leonurus,816.0,46900.0,0.0173987206823
Leonurus Cardiaca,83.0,18800.0,0.00441489361702
Lepidium Meyenii,182.0,44800.0,0.0040625
Lepirudin,106.0,10800.0,0.00981481481481
Leptospermum Petersonii,14.0,3700.0,0.00378378378378
Lercanidipine,77.0,13300.0,0.00578947368421
Letrozole,2360.0,150000.0,0.0157333333333
Leucine,2180.0,960000.0,0.00227083333333
Leuprorelin,1670.0,39300.0,0.0424936386768
Levacetylmethadol,71.0,3440.0,0.0206395348837
Levallorphan,61.0,3720.0,0.0163978494624
Levamisole,186.0,68000.0,0.00273529411765
Levetiracetam,6430.0,121000.0,0.0531404958678
Levisticum Officinale,52.0,19700.0,0.00263959390863
Levobunolol,80.0,12200.0,0.00655737704918
Levobupivacaine,2190.0,14400.0,0.152083333333
Levocabastine,29.0,6050.0,0.00479338842975
Levocarnitine,38.0,10600.0,0.00358490566038
Levocarnitine Propyl,8.0,226.0,0.0353982300885
Levocetirizine,102.0,57800.0,0.00176470588235
Levodopa,5480.0,237000.0,0.0231223628692
Levofloxacin,1470.0,210000.0,0.007
Levofolinic Acid,14.0,836.0,0.0167464114833
Levomenthol,3.0,9360.0,0.000320512820513
Levomepromazine,222.0,10800.0,0.0205555555556
Levonorgestrel,4710.0,212000.0,0.0222169811321
Levorphanol,352.0,13400.0,0.0262686567164
Levosimendan,209.0,19600.0,0.0106632653061
Levothyroxine,11000.0,229000.0,0.0480349344978
Lidocaine,7840.0,531000.0,0.0147645951036
Lidofenin,52.0,328.0,0.158536585366
Lidoflazine,31.0,3310.0,0.00936555891239
Ligusticum Chuanxiong,52.0,7100.0,0.00732394366197
Ligustrum,2090.0,153000.0,0.013660130719
Linaclotide,32.0,8970.0,0.00356744704571
Linagliptin,61.0,30200.0,0.00201986754967
Lincomycin,100.0,59100.0,0.00169204737733
Lindane,155.0,78200.0,0.0019820971867
Linezolid,5660.0,142000.0,0.0398591549296
Linoleic Acid,1500.0,452000.0,0.0033185840708
Linolenic Acid,1490.0,293000.0,0.00508532423208
Linum Usitatissimum,125.0,77800.0,0.00160668380463
Liothyronine,93.0,61500.0,0.00151219512195
Lipase,2240.0,695000.0,0.00322302158273
Lipegfilgrastim,1.0,1620.0,0.000617283950617
Liquidambar,49.0,123000.0,0.00039837398374
Liraglutide,447.0,53700.0,0.00832402234637
Lisdexamfetamine,1720.0,19700.0,0.0873096446701
Lisinopril,11900.0,362000.0,0.0328729281768
Lithium,32100.0,8560000.0,0.00375
Lithospermum,23.0,31400.0,0.000732484076433
Lithospermum Erythrorhizom,0.0,23.0,0.0
Lixisenatide,212.0,19200.0,0.0110416666667
Lobelia Inflata,67.0,15200.0,0.00440789473684
Lobeline,108.0,9720.0,0.0111111111111
Lodoxamide,17.0,3650.0,0.00465753424658
Lofepramine,85.0,6110.0,0.0139116202946
Lofexidine,198.0,4510.0,0.0439024390244
Lolium,24.0,142000.0,0.000169014084507
Lomefloxacin,186.0,15600.0,0.0119230769231
Lomustine,71.0,28100.0,0.00252669039146
Lonicera,2160.0,290000.0,0.00744827586207
Loperamide,2700.0,94000.0,0.0287234042553
Lophatherum Gracile,10.0,1540.0,0.00649350649351
Lopinavir,1040.0,76500.0,0.0135947712418
Loprazolam,431.0,6130.0,0.0703099510604
Loratadine,1390.0,124000.0,0.0112096774194
Lorazepam,26000.0,381000.0,0.0682414698163
Lormetazepam,1170.0,16500.0,0.0709090909091
Losartan,6540.0,267000.0,0.0244943820225
Loteprednol,51.0,12400.0,0.00411290322581
Lovastatin,2490.0,120000.0,0.02075
Loxapine,305.0,29000.0,0.0105172413793
Lubiprostone,47.0,9680.0,0.00485537190083
Lucilia Sericata,43.0,13300.0,0.00323308270677
Luffa,338.0,143000.0,0.00236363636364
Lumefantrine,151.0,31300.0,0.00482428115016
Lumiracoxib,33.0,10600.0,0.00311320754717
Lurasidone,827.0,14700.0,0.0562585034014
Lutein,390.0,478000.0,0.00081589958159
Luteinising Hormone,2380.0,24500.0,0.0971428571429
Lutetium 177lu Dotatate,7.0,3050.0,0.00229508196721
Lycium,2620.0,146000.0,0.0179452054795
Lycopene,412.0,382000.0,0.00107853403141
Lycopodium,432.0,116000.0,0.00372413793103
Lygodium,10.0,14900.0,0.000671140939597
Lymecycline,38.0,8740.0,0.00434782608696
Lynoestrenol,1.0,185.0,0.00540540540541
Lypressin,11.0,1590.0,0.00691823899371
Lysergide,44.0,8330.0,0.00528211284514
Lysine,2930.0,1470000.0,0.00199319727891
Lysuride,1980.0,322.0,6.14906832298
Macitentan,15.0,8330.0,0.00180072028812
Macrogol,1250.0,104000.0,0.0120192307692
Macrogol Cetostearyl Ether,30.0,1090.0,0.0275229357798
Macrogol Hydrogenated Castor Oil,26.0,1370.0,0.0189781021898
Macrogol Lauril Ethers,13.0,1450.0,0.00896551724138
Magaldrate,25.0,6290.0,0.00397456279809
Magnesium,20800.0,6470000.0,0.00321483771252
Magnesium Carbonate,2630.0,673000.0,0.00390787518574
Magnesium Citrate,2930.0,397000.0,0.00738035264484
Magnesium Hydroxide,20100.0,585000.0,0.034358974359
Magnesium Malate,141.0,69700.0,0.00202295552367
Magnesium Oxide,35200.0,1010000.0,0.0348514851485
Magnesium Stearate,3360.0,288000.0,0.0116666666667
Magnesium Trisilicate,74.0,15000.0,0.00493333333333
Magnolia,15700.0,7600000.0,0.00206578947368
Malathion,202.0,108000.0,0.00187037037037
Malic Acid,457.0,251000.0,0.00182071713147
Malpighia,32.0,34400.0,0.00093023255814
Malt,28400.0,3810000.0,0.00745406824147
Maltodextrin,192.0,346000.0,0.000554913294798
Maltose,230.0,326000.0,0.000705521472393
Mamma Copolymer,224.0,3000.0,0.0746666666667
Mammalian Blood,15200.0,2890000.0,0.00525951557093
Mandelic Acid,117.0,59500.0,0.00196638655462
Manganese,4910.0,2030000.0,0.00241871921182
Manganese Hypophosphite Anhydrous,0.0,1120.0,0.0
Mannitol,13200.0,497000.0,0.0265593561368
Maprotiline,437.0,22900.0,0.0190829694323
Maraviroc,213.0,27600.0,0.00771739130435
Marimastat,3.0,7020.0,0.00042735042735
Marine Collagen,1310.0,329000.0,0.00398176291793
Marine Elastin,18.0,61400.0,0.000293159609121
Maris Sal,132.0,119000.0,0.00110924369748
Marrubium,34.0,35000.0,0.000971428571429
Matricaria,340.0,189000.0,0.00179894179894
Maytenus Macrocarpa,18.0,3330.0,0.00540540540541
Mazindol,120.0,21400.0,0.00560747663551
Mebanazine,562.0,999.0,0.562562562563
Mebendazole,2710.0,80500.0,0.0336645962733
Mebeverine,93.0,21100.0,0.00440758293839
Mebhydrolin,7.0,2260.0,0.00309734513274
Mebrofenin,1.0,2720.0,0.000367647058824
Mecasermin,24.0,3900.0,0.00615384615385
Meclozine,4160.0,4400.0,0.945454545455
Mecysteine,29600.0,308.0,96.1038961039
Medazepam,346.0,8360.0,0.0413875598086
Medicago Sativa,142.0,239000.0,0.000594142259414
Medium Chain Triglycerides,373.0,369000.0,0.0010108401084
Medronic Acid,17.0,465.0,0.0365591397849
Medroxyprogesterone,14800.0,124000.0,0.11935483871
Mefenamic Acid,355.0,54600.0,0.00650183150183
Mefloquine,481.0,59300.0,0.00811129848229
Mefruside,5.0,1350.0,0.0037037037037
Megestrol,958.0,45200.0,0.0211946902655
Meglumine,273.0,67900.0,0.0040206185567
Melaleuca,222.0,405000.0,0.000548148148148
Melanocyte Stimulating Hormone,2980.0,60300.0,0.0494195688226
Melanotan Ii,127.0,42900.0,0.00296037296037
Melatonin,10900.0,919000.0,0.0118607181719
Melissa,71500.0,33700000.0,0.00212166172107
Meloxicam,7360.0,167000.0,0.0440718562874
Melperone,62.0,3420.0,0.0181286549708
Melphalan,282.0,105000.0,0.00268571428571
Memantine,3170.0,83200.0,0.0381009615385
Menispermum Dahuricum,3.0,444.0,0.00675675675676
Menotrophin,3.0,5570.0,0.000538599640934
Mentha,689.0,428000.0,0.00160981308411
Menthol,2340.0,1110000.0,0.00210810810811
Menthone,2220.0,16600.0,0.133734939759
Menthyl Valerate,154.0,1210.0,0.127272727273
Mepacrine,118.0,8180.0,0.0144254278729
